"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8T52VI8X","journalArticle","","Bustamante, Anne Georgette A","Reading Comprehension, Academic Optimism and Motivational Differences of Students in Engineering and Science Education Program","","","","","","","","2019-06-04 16:26:00","2019-06-04 16:26:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74K3Z38J","journalArticle","2015","Staal, Taran","An examination of the complexity and comprehensibility of various software models","","","","","","","2015","2019-06-04 16:26:00","2019-06-04 16:26:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F33AYBS8","journalArticle","2018","Velayudhan, Divya P; Thomas, Sam","Role of technological uncertainty, technical complexity, intuition and reflexivity in project planning–a study on software development projects","International Journal of Project Organisation and Management","","","","","","2018","2019-06-04 16:26:00","2019-06-04 16:26:00","","82–92","","1","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C86AYV2M","journalArticle","2014","Streeter, Patricio Villagran; others","Interactive Software To Improve Reading Comprehension And Text Production","","","","","","","2014","2019-06-04 16:26:00","2019-06-04 16:26:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TBHY2W4X","bookSection","2011","Struska, Zdenek; Vanícek, Jirí; Závodnỳ, Martin","Methods for Software Complexity and Development Effort Estimation and its Importance in the Area of ICT Governance","Cases on Adoption, Diffusion and Evaluation of Global E-Governance Systems: Impact at the Grass Roots","","","","","","2011","2019-06-04 16:26:01","2019-06-04 16:26:01","","117–147","","","","","","","","","","","IGI Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTC72PLS","journalArticle","2017","Maughan, Katherine","Complexity and service provision in the Royal Children's Hospital's Family Choice Program","","","","","","","2017","2019-06-04 16:26:01","2019-06-04 16:26:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GWVEHZSP","journalArticle","2016","Geary, Niall","Exploration of the relationship between tacit knowledge and software system test complexity","","","","","","","2016","2019-06-04 16:26:01","2019-06-04 16:26:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SB5T3UF2","thesis","","Salameh, Bani; AL-Qader, Lina Abed; Al-Makhzoomi, Khalaf","Designing an English Instructional Program Based on Semantic Mapping and Questioning Reading Strategies and Measuring its Effect on Hashemite University Students' Reading Comprehension","","","","","","","","2019-06-04 16:26:01","2019-06-04 16:26:01","","","","","","","","","","","","","","","","","PhD Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MXTIK3GM","journalArticle","","YALÇIN, Asst Prof Dr Nursel; YALÇIN, Alemdar; ADIGÜZEL, Lect Dr Ferah BURGUL","DEVELOPING A SOFTWARE FOR INCREASING READING RATE AND EFFECTIVE READING COMPREHENSION: READ FAST ENHANCE MEMORY","","","","","","","","2019-06-04 16:26:01","2019-06-04 16:26:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YWSPZLKI","journalArticle","","Brar, Jitender Singh; Sarangdevot, SS; Goar, Vishal","Deep Appraisal of Understandability and Reusability using Comments Analysis in Source Code","","","","","","","","2019-06-04 16:26:01","2019-06-04 16:26:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"622JGISM","thesis","2016","Ambede, Abhishek","Design of low complexity variable digital filters and filter banks for software defined radio receivers","","","","","","","2016","2019-06-04 16:26:01","2019-06-04 16:26:01","","","","","","","","","","","","","","","","","PhD Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5J3Y4KI6","journalArticle","2017","Almehsin, Salama Aqeel Salama","The Effectiveness of a Training Program Based on Active Learning Strategies and its Relationship to Reading Comprehension in both Critical and Creative Levels","","","","","","","2017","2019-06-04 16:26:01","2019-06-04 16:26:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LLDWPRB2","book","2017","Winkler, Dietmar; Biffl, Stefan; Bergsmann, Johannes","Software Quality. Complexity and Challenges of Software Engineering in Emerging Technologies: 9th International Conference, SWQD 2017, Vienna, Austria, January 17-20, 2017, Proceedings","","","","","","","2017","2019-06-04 16:26:02","2019-06-04 16:26:02","","","","","269","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q5KMS2HJ","journalArticle","2016","Wang, Bo","An Android studio plugin for calculating and measuring code complexity metrics in Android applications","","","","","","","2016","2019-06-04 16:26:02","2019-06-04 16:26:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PP8LP45B","conferencePaper","2018","Lartigue, Jonathan W; Chapman, Richard","Comprehension and application of design patterns by novice software engineers: an empirical study of undergraduate software engineering and computer science students","Proceedings of the ACMSE 2018 Conference","","","","","","2018","2019-06-04 16:26:02","2019-06-04 16:26:02","","24","","","","","","","","","","","ACM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6WKC8M65","journalArticle","","Kaul, Pooja; Kaul, Tushar","A COMPARATIVE STUDY OF VARIOUS SOFTWARE DEVELOPMENT METHODS AND THE SOFTWARE METRICS USED TO MEASURE THE COMPLEXITY OF THE SOFTWARE","","","","","","","","2019-06-04 16:26:02","2019-06-04 16:26:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YPWZSK7T","book","2010","Duc, Anh Nguyen","The impact of design complexity on software cost and quality","","","","","","","2010","2019-06-04 16:26:02","2019-06-04 16:26:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQA3R626","journalArticle","2012","Monica, Palmirani; Pagallo, Ugo; Pompeu, Casanovas; Giovanni, Sartor; others","Preface to AI Approaches to the Complexity of Legal Systems. Models and Ethical Challenges for Legal Systems, Legal Language and Legal Ontologies, Argumentation and Software Agents","","","","","","","2012","2019-06-04 16:26:02","2019-06-04 16:26:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WXHURCBP","thesis","2015","Soh, Zéphyrin","Improving Program Comprehension and Recommendation Systems Using Developers' Context","","","","","","","2015","2019-06-04 16:26:02","2019-06-04 16:26:02","","","","","","","","","","","","","École Polytechnique de Montréal","","","","PhD Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D6JK29W5","thesis","2017","Wichmann, Arne","Structural and differential analysis for program comprehension of executables","","","","","","","2017","2019-06-04 16:26:02","2019-06-04 16:26:02","","","","","","","","","","","","","","","","","PhD Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P2EIM7BX","journalArticle","2015","REN, Ruo-jing; CHEN, Qiao; PENG, Yu; SHI, Hong-long","Comprehension of crystal symmetry and symmetric operation based on the CrysalMaker software","College Physics","","","","","","2015","2019-06-04 16:26:02","2019-06-04 16:26:02","","16","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QVF2E3FX","journalArticle","2015","Marchand, Angela","Using the Raz-Kids reading program to increase reading comprehension and fluency for students with LD","","","","","","","2015","2019-06-04 16:26:02","2019-06-04 16:26:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHJ4SMNL","book","2010","Ruengmee, Wiwat","Designing and evaluating a tool to support program comprehension and evolution in AOSD","","","","","","","2010","2019-06-04 16:26:03","2019-06-04 16:26:03","","","","","","","","","","","","","University of California, Irvine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5KC7Q7J5","journalArticle","","Chidambaram, Vijay","Program Analysis Techniques for Algorithmic Complexity and Relational Properties","","","","","","","","2019-06-04 16:26:03","2019-06-04 16:26:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3W3D6GJF","journalArticle","2019","von Wernitz, Andrés; Hernández-Aceituno, Ana; Sáez, Carmen; Cardeñoso, Laura; Martin, Elena; García-Vázquez, Nieves; de las Cuevas, Carmen; Pascual, Natalia; Bautista, Azucena; Jiménez10, David; others","Initial clinical outcomes and prognostic variables in the implementation of a Code Sepsis in a high complexity University Hospital","","","","","","","2019","2019-06-04 16:26:03","2019-06-04 16:26:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8TAC54W4","book","2018","Johannsen, Fabian","Progressive Web Applications and Code Complexity: An analysis of the added complexity of making a web application progressive","","","","","","","2018","2019-06-04 16:26:03","2019-06-04 16:26:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WXP6HJ24","journalArticle","2011","Kwon, Kon-Woo; Baek, Kwang-Hyun; Lee, Jeong Woo","High-Speed and Low-Complexity Decoding Architecture for Double Binary Turbo Code","IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences","","","","","","2011","2019-06-04 16:26:03","2019-06-04 16:26:03","","2458–2461","","11","94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CZXBYRTH","book","2013","Mostafa, Seraj Al Mahmud","A Tool for Analyzing the Correlation between Code Complexity and Faults Detected","","","","","","","2013","2019-06-04 16:26:03","2019-06-04 16:26:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LE7HCI6L","journalArticle","2016","Al Musawi, Ali; Kazem, Ali Mahdi; Al Hashmi, Abdullah; Al Busaidi, Fatima","The effectiveness of instructional software in reading comprehension skills and reading aloud of Omani fourth basic schools’ students","Technology, Innovation and Education","","","","","","2016","2019-06-04 16:26:03","2019-06-04 16:26:03","","12","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69NGDXPC","book","2015","Mancillas, Ivon I","The Effects of a Reading Program on Student Reading Comprehension and Engagement","","","","","","","2015","2019-06-04 16:26:03","2019-06-04 16:26:03","","","","","","","","","","","","","Saint Mary's College of California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XWT6E9HP","journalArticle","","El-Sayed, Mohammed Mohammed; Samea, Aly Abd; Qoura, Asso; El-Hadidy, Mervat Mohamed Saleh","Enhancing EFL Secondary Stage Students' Listening and Reading Comprehension Skills through a CALL Program","","","","","","","","2019-06-04 16:26:04","2019-06-04 16:26:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZM3ZVVJP","journalArticle","2017","Campbell, Teresa","Improving Literacy And Reading Comprehension Through Music Instruction In An El Sistema-Inspired Violin Program","","","","","","","2017","2019-06-04 16:26:04","2019-06-04 16:26:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99ZURGBV","book","2012","Ye, Ke","Immanants, tensor network states and the geometric complexity theory program","","","","","","","2012","2019-06-04 16:26:04","2019-06-04 16:26:04","","","","","","","","","","","","","Texas A & M University","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZHPNF66","journalArticle","2013","Chaurvedi, KK; Bedi, Punam; Misra, Sanjay; Singh, VB","An Empirical Validation of the Complexity of Code Changes and Bugs in Predicting the Release Time of Open Source Software","","","","","","","2013","2019-06-04 16:26:04","2019-06-04 16:26:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXGZM84C","conferencePaper","2011","Reinhartz-Berger, Iris; Sturm, Arnon; Tsoury, Arava","Comprehension and Utilization of Core Assets Models in Software Product Line Engineering.","CAiSE Forum","","","","","","2011","2019-06-04 16:26:04","2019-06-04 16:26:04","","171–178","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7362M7HN","journalArticle","2014","Hill, Katherine A","The Effect of the Accelerated Reader Program With and Without Motivational Incentives on Students’ Reading Comprehension and Fluency Levels","","","","","","","2014","2019-06-04 16:26:04","2019-06-04 16:26:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33EFH5JN","book","2017","Gough, Timothy Jerome","Comprehension Literacy Improvement Program Implementation and Balanced Literacy Impact on Elementary Students.","","","","","","","2017","2019-06-04 16:26:04","2019-06-04 16:26:04","","","","","","","","","","","","","ERIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8YQPPLTX","journalArticle","2017","CHARANYA, N; SWATHANTRA, V","Code Structure And Decoding Complexity For Double And TrippleAdjacent Error Correcting Parallel Decoder","International Journal of Research","","","","","","2017","2019-06-04 16:26:04","2019-06-04 16:26:04","","1898–1904","","13","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79CZPIBA","journalArticle","2011","Jablonski, Ireneusz; Subzda, Kamil; Mroczka, Janusz","Software tool for Assessment of complexity and variability in Physiological Signals of respiration","International Journal of Measurement Technologies and Instrumentation Engineering (IJMTIE)","","","","","","2011","2019-06-04 16:26:05","2019-06-04 16:26:05","","28–53","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"82U2I6VK","journalArticle","2013","Tashtoush, Yahya M; Darwish, Derar; Albdarneh, Motasim; Alsmadi, Izzat M; Alkhatib, Khalid","A Business Classifier to Detect Readability Metrics on Software Games and Their Types","International Journal of E-Entrepreneurship and Innovation (IJEEI)","","","","","","2013","2019-06-04 16:26:05","2019-06-04 16:26:05","","47–57","","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YTN59X7H","book","2019","Winkler, Dietmar","Software Quality: The Complexity and Challenges of Software Engineering and Software Quality in the Cloud: 11th International Conference, SWQD 2019, Vienna, Austria, January 15–18, 2019, Proceedings","","","","","","","2019","2019-06-04 16:26:05","2019-06-04 16:26:05","","","","","","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3WF82QS9","thesis","2015","Lavoie, Thierry M","Leveraging Software Clones for Software Comprehension: Techniques and Practice","","","","","","","2015","2019-06-04 16:26:05","2019-06-04 16:26:05","","","","","","","","","","","","","École Polytechnique de Montréal","","","","PhD Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K7SIQ92U","journalArticle","2018","Kumar, Siddhartha; i Amat, Alexandre Graell; Andriyanova, Iryna; Brännström, Fredrik; Rosnes, Eirik","Code Constructions for Distributed Storage With Low Repair Bandwidth and Low Repair Complexity","IEEE Transactions on Communications","","","","","","2018","2019-06-04 16:26:05","2019-06-04 16:26:05","","5847–5860","","12","66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IHPIRQD7","report","2016","Jones, Raymond","Understanding Complexity and Self-Organization in a Defense Program Management Organization (Experimental Design)","","","","","","","2016","2019-06-04 16:26:05","2019-06-04 16:26:05","","","","","","","","","","","","","Naval Postgraduate School Monterey United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U55HAPM4","journalArticle","2016","Brancalioni, Ana Rita; Keske-Soares, Márcia","Phonological disorders treatment effect with a stimulability and segment complexity strata model with speech intervention software (SIFALA)","Revista CEFAC","","","","","","2016","2019-06-04 16:26:05","2019-06-04 16:26:05","","298–308","","1","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QUZ7NN3T","journalArticle","2018","Mendivelso, Luis F; Garcés, Kelly; Casallas, Rubby","Metric-centered and technology-independent architectural views for software comprehension","Journal of Software Engineering Research and Development","","","","","","2018","2019-06-04 16:26:06","2019-06-04 16:26:06","","16","","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WLR78NJ8","thesis","2016","Koller, Henning Grimeland","Effects of Clean Code on Understandability: An Experiment and Analysis","","","","","","","2016","2019-06-04 16:26:06","2019-06-04 16:26:06","","","","","","","","","","","","","","","","","Master's Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ATRZH74","journalArticle","","Chaturvedi, KK; Misra, S","of Article: An Empirical Validation of the Complexity of Code Changes and Bugs in","","","","","","","","2019-06-04 16:26:06","2019-06-04 16:26:06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZBIU4NVV","conferencePaper","2016","Zhang, Wenxu; Chen, Yajing; Dou, Zheng; Hu, Jianbo","Low complexity and narrow transition band filter banks for software defined radio applications","2016 IEEE 13th International Conference on Signal Processing (ICSP)","","","","","","2016","2019-06-04 16:26:06","2019-06-04 16:26:06","","1171–1175","","","","","","","","","","","IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2WN43SI","journalArticle","2018","Calleja, Alejandro; Tapiador, Juan; Caballero, Juan","The MalSource Dataset: Quantifying Complexity and Code Reuse in Malware Development","IEEE Transactions on Information Forensics and Security","","","","","","2018","2019-06-04 16:26:06","2019-06-04 16:26:06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D8FEZTJE","conferencePaper","2016","Wareham, Todd; Sweers, Marieke","On the Computational Complexity of Designing and Reconfiguring Component-based Software Systems","Proceedings of the 9th EAI International Conference on Bio-inspired Information and Communications Technologies (formerly BIONETICS)","","","","","","2016","2019-06-04 16:26:06","2019-06-04 16:26:06","","425–432","","","","","","","","","","","ICST (Institute for Computer Sciences, Social-Informatics and …","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WZYKT4LN","journalArticle","","SIREESHA, N; BASHA, S MAHABOOB","An Architecture for Matching The Data Protected With an Error-Correcting Code To Reduce Complexity and Latency","","","","","","","","2019-06-04 16:26:06","2019-06-04 16:26:06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQZWICZI","journalArticle","2017","Konopka, Martin; Hucko, Jakub; Tvarozek, Jozef; Navrat, Pavol","Towards robust data from program comprehension studies with fine-grained interaction monitoring and eye tracking","FACHBEREICH MATHEMATIK UND INFORMATIK SERIE B INFORMATIK","","","","","","2017","2019-06-04 16:26:06","2019-06-04 16:26:06","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RDGNM49M","journalArticle","","Oliveira Filho, Paulo Soares","The growing level of aircraft systems complexity and software investigation","","","","","","","","2019-06-04 16:26:06","2019-06-04 16:26:06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D8CBATHA","journalArticle","","Knop, Alexander","Branching Program Complexity of Canonical Search Problems and Proof Complexity of Formulas","","","","","","","","2019-06-04 16:26:07","2019-06-04 16:26:07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NDSU3MDC","conferencePaper","2017","Singh, VB; Chaturvedi, KK; Khatri, Sujata; Sharma, Meera","Complexity of the Code Changes and Issues Dependent Approach to Determine the Release Time of Software Product","International Conference on Computational Science and Its Applications","","","","","","2017","2019-06-04 16:26:07","2019-06-04 16:26:07","","519–529","","","","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMRWXFCA","journalArticle","2018","VISHALA, P; KUMAR, B RANJITH","Code Structure And Decoding Complexity For Double And Tripple-Adjacent Error Correcting Parallel Decoder","International Journal of Research","","","","","","2018","2019-06-04 16:26:07","2019-06-04 16:26:07","","1664–1670","","7","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67SM8KGN","conferencePaper","2017","Che, Ming; Kuboki, Takeshi; Kato, Kazutoshi","Proposal of cost-efficient and low-complexity platform for software defined visible light communication","2017 22nd Microoptics Conference (MOC)","","","","","","2017","2019-06-04 16:26:07","2019-06-04 16:26:07","","330–331","","","","","","","","","","","IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPJXSMII","journalArticle","","Vahidov, Rustam; Kersten, Gregory; Yu, Bo","Human-Software Agent Negotiation: Impact of Agents’ Tactics and Task Complexity on Human Behavior","HOHENHEIM DISCUSSION PAPERS IN BUSINESS, ECONOMICS AND SOCIAL SCIENCES","","","","","","","2019-06-04 16:26:07","2019-06-04 16:26:07","","239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47HN3QNJ","bookSection","2011","Krupa, Artur; Wilson, Michael E; Litell, John; Gajic, Ognjen; Kashani, Kianoush B","Patient And Surrogate Comprehension Of Code Status Terminology In The Intensive Care Unit","D103. END OF LIFE CARE","","","","","","2011","2019-06-04 16:26:07","2019-06-04 16:26:07","","A6219–A6219","","","","","","","","","","","American Thoracic Society","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EK78IJ4T","journalArticle","2016","楊嘉晨","Structural and Semantic Code Analysis for Program Comprehension","","","","","","","2016","2019-06-04 16:26:07","2019-06-04 16:26:07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5VBL75V3","journalArticle","2019","Fucci, Davide; Girardi, Daniela; Novielli, Nicole; Quaranta, Luigi; Lanubile, Filippo","A Replication Study on Code Comprehension and Expertise using Lightweight Biometric Sensors","arXiv preprint arXiv:1903.03426","","","","","","2019","2019-06-04 16:26:08","2019-06-04 16:26:08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGXGUL2K","thesis","2013","Sahid, Mohd Zanes","Facilitating Novices' Program Comprehension in Program Slicing Via a Knowledge-based and Program Slicing Tool","","","","","","","2013","2019-06-04 16:26:08","2019-06-04 16:26:08","","","","","","","","","","","","","Universiti Teknologi MARA","","","","PhD Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AX72Y728","journalArticle","2018","Anand, R Vijay; Dinakaran, M","Improved scrum method through staging priority and cyclomatic complexity to enhance software process and quality","International Journal of Internet Technology and Secured Transactions","","","","","","2018","2019-06-04 16:26:08","2019-06-04 16:26:08","","150–166","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTADG4IA","journalArticle","","Singh, Aditya Pratap; Tomar, Pradeep","A NEW REUSABILITY METRICS TO ESTIMATE COMPLEXITY AND PERFORMANCE OF COMPONENT-BASED SOFTWARE","","","","","","","","2019-06-04 16:26:08","2019-06-04 16:26:08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M5QQDV8K","journalArticle","2011","Ermakov, Ilya E","Scaling from OOP to SOA and enterprise architectures. Complexity control and evolution support in software design","Object Systems–2011","","","","","","2011","2019-06-04 16:26:08","2019-06-04 16:26:08","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APR93U3X","journalArticle","","Li, Jay Xiong Lin","Nonlinear and Quantitative Software Engineering Method Based on Complexity Science","","","","","","","","2019-06-04 16:26:08","2019-06-04 16:26:08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
