BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","ARDESTANI2011143","Ardestani, Majid R.; Shirazi, Ali Asghar Beheshti; Hashemi, Mahmoud Reza","Low-complexity unbalanced multiple description coding based on balanced clusters for adaptive peer-to-peer video streaming","Signal Processing: Image Communication",26,3,"","143 - 161",2011,"","","http://www.sciencedirect.com/science/article/pii/S092359651100004X","","","","","","","","","","","","","Multiple description scalable coding based on T+2D wavelet decomposition structure is highly flexible for peer-to-peer (P2P) video streaming. Finding the optimal truncation point of each wavelet-decomposed code block (CB) within each description is an NP-hard problem (Akyol et al., 2007 [1]). For P2P video streaming, it is necessary to implement an efficient multiple description encoder with three attributes; “adaptive” (due to the time-varying capacity of the P2P network links and nodes), “low-complexity” (because of the low processing power of the receiving peer) with arbitrarily “unbalanced descriptions” (because of the unequal capacities of the different sending peers). To design a multiple description encoder with the above mentioned features, we propose a simple clustering algorithm for partitioning the CBs into a limited number of clusters. This simple and efficient clustering algorithm significantly reduces the size of redundancy-rate assignment matrix, such that one can find the optimal channel-aware cluster-level redundancy-rate assignment matrix using a low-complexity full search approach. This approach improves the decoding quality compared to the co-echelon adaptive frameworks (Akyol et al., 2007 [1]; Tillo et al., 2007 [8]) in which a non-optimal heuristic rate assignment pattern is used. Especially for the unbalanced P2P scenario (which is the usual case), the performance gain of the proposed approach over the one presented in Tillo et al. (2007) [8] (generating only balanced descriptions) is significant (0.95–3.0dB). In addition, the proposed clustering approach may be analytically represented by closed-form relations for low-complexity computation of the optimal encoding parameters. Our complexity analysis shows that the proposed approach requires 52–96% less computations compared to the framework in Akyol et al. (2007) [1]. Therefore, an efficient real-time post-encoding adaptation mechanism may be realized. The simulation results demonstrate that the adaptive proposed framework outperforms the approach presented in Akyol et al. (2007) [1] by (0.26–0.95dB) and the non-adaptive multiple description coding by (1.1–2.3dB).","","Scalable video coding, Multiple description coding, Motion compensated temporal filtering, Channel-aware redundancy-rate allocation, Clustering","",""
7,"","EHLERT20111629","Ehlert, Bryan A.; Durham, Christopher A.; Parker, Frank M.; Bogey, William M.; Powell, Charles S.; Stoner, Michael C.","Impact of operative indication and surgical complexity on outcomes after thoracic endovascular aortic repair at National Surgical Quality Improvement Program Centers","Journal of Vascular Surgery",54,6,"","1629 - 1636.e1",2011,"","","http://www.sciencedirect.com/science/article/pii/S0741521411015710","","","","","","","","","","","","","Introduction
 Thoracic endovascular aortic repair (TEVAR) devices are increasingly being utilized to treat aortic pathologies outside of the original Food & Drug Administration (FDA) approval for nonruptured descending thoracic aorta aneurysms (DTAs). The objective of this study was to evaluate the outcomes of patients undergoing TEVAR, elucidating the role of surgical and pathologic variables on morbidity and mortality.
 Methods
 National Surgical Quality Improvement Program (NSQIP) data were reviewed for all patients undergoing endovascular thoracic aorta repair from 2005 to 2007. The patients' operative indication and surgical complexity were used to divide them into study and control populations. Comorbid profiles were assessed utilizing a modified Charlson Comorbidity Index (CCI). Thirty-day occurrences of mortality and serious adverse events (SAEs) were used as study endpoints. Univariate and multivariate models were created using demographic and clinical variables to assess for significant differences in endpoints (P ≤ .05).
 Results
 A total of 440 patients undergoing TEVAR were identified. When evaluating patients based on operative indication, the ruptured population had increased mortality and SAE rates compared to the nonruptured DTA population (22.6% vs 6.2%;P < .01 and 35.5% vs 9.1%;P < .01, respectively). Further analysis by surgical complexity revealed increased mortality and SAE rates when comparing the brachiocephalic aortic debranching population to the noncovered left subclavian artery population (23.1% vs 6.5%; P = .02 and 30.8% vs 9.1%; P < .01, respectively). Multivariate analysis demonstrated that operative indication was not a correlate of mortality or SAEs (odds ratio [OR], 0.95; P = .92 and OR, 1.42; P = .39, respectively); however, brachiocephalic aortic debranching exhibited a deleterious effect on mortality (OR, 8.75; P < .01) and SAE rate (OR, 6.67; P = .01).
 Conclusion
 The operative indication for a TEVAR procedure was not found to be a predictor of poor patient outcome. Surgical complexity, specifically the need for brachiocephalic aortic debranching and aortoiliac conduit, was shown to influence the occurrence of SAEs in a multivariate model. Comparative data, such as these, illustrate real-world outcomes of patients undergoing TEVAR outside of the original FDA-approved indications. This information is of paramount importance to various stakeholders, including third-party payers, the device industry, regulatory agencies, surgeons, and their patients.","","","",""
7,"","BLANCH20121684","Blanch, Sílvia; Duran, David; Flores, Marta; Valdebenito, Vanessa","The Effects of a Peer Tutoring Programme to Improve the Reading Comprehension Competence Involving Primary Students at School and their Families at Home","Procedia - Social and Behavioral Sciences",46,,"","1684 - 1688",2012,"","4th WORLD CONFERENCE ON EDUCATIONAL SCIENCES (WCES-2012) 02-05 February 2012 Barcelona, Spain","http://www.sciencedirect.com/science/article/pii/S1877042812014905","","","","","","","","","","","","","This paper presents on the effects of an educational programme involving peer tutoring at school and family tutoring at home on child reading comprehension achievement. We drew upon a sample of 303 students and 223 family tutors. The methodology combined a quasi-experimental design and a qualitative analysis of texts. Background variables were collected by means of student and parent questionnaires and also teacher and family interviews. An analysis of the family tutoring interactions was also monitored. Overall, the study reveals the effectiveness of peer learning to improve reading comprehension skills and the potential of family involvement for the development of academic skills.","","Peer tutoring, Reading comprehension, Family involvement, Literacy skills","",""
7,"","HSU2018185","Hsu, Chi-Ching; Yu-Heng, Wu; Menolascina, Filippo; Nordling, Torbjörn E. M.","Modelling of the GAL1 Genetic Circuit in Yeast Using Three Equations⁎⁎Chi-Ching Hsu, Yu-Heng Wu, and Torbjörn Nordling was in part supported by the Ministry of Science and Technology, Taiwan (grant 105-2218-E-006-016-MY2 and 105-2911-I-006-518), and the Innovation and Technology Program (I-Dream), National Applied Research Laboratories (NARLabs), Taiwan. Filippo Menolascina was in part supported by the Royal Society of Edinburgh, U.K. We sincerely thank Diego di Bernardo and Gianfranco Fiore for providing their data, Matlab code, and helping us understand their analysis published in Fiore et al. (2013).","IFAC-PapersOnLine",51,18,"","185 - 190",2018,"","10th IFAC Symposium on Advanced Control of Chemical Processes ADCHEM 2018","http://www.sciencedirect.com/science/article/pii/S2405896318319785","","","","","","","","","","","","","Synthetic gene circuits can be used to modify and control existing biological processes and thus e.g. increase drug yields. Currently their use is hampered by the, largely, trial and error approach used to design them. Lack of reliable quantitative dynamical models of genetic circuits e.g. prevents the use of well established control design methods. We aim toward creation of a pipeline for automated closed-loop identification of dynamic models of synthetically engineered genetic circuits in microorganisms. As a step towards this aim, we here study modelling of the input-output behaviour of the yGIL337 strain of S. cerevisiae. In this strain expression of the fluorescent reporter can be turned on by growing the yeast in galactose and off by glucose. We perform parameter estimation on a system of three ordinary differential equations of Michaelis-Menten type based on in vivo data from a microfluidic experiment by Fiore et al. (2013) after redoing the data preprocessing. The parameter estimation is done using AMIGO2–a state of the art Matlab toolbox for iterative identification of dynamical models. We show that the goodness-of-fit of our model is comparable to the five models proposed by Fiore et al. and we hypothesise that the system is an adaptive feedback system.","","synthetic biology, systems biology, genetic circuit, system identification, parameter estimation","",""
7,"","MCDONALD2014195","McDonald, Jo; Steelman, Karen L.; Veth, Peter; Mackey, Jeremy; Loewen, Josh; Thurber, Casey R.; Guilderson, T. P.","Results from the first intensive dating program for pigment art in the Australian arid zone: insights into recent social complexity","Journal of Archaeological Science",46,,"","195 - 204",2014,"","","http://www.sciencedirect.com/science/article/pii/S0305440314000910","","","","","","","","","","","","","The Canning Stock Route Project (Rock Art and Jukurrpa) has yielded the first radiocarbon dates for rock paintings in the Western Desert of Australia. We report on the results of a large-scale project to directly-date both charcoal and inorganic-pigmented pictographs using plasma oxidation combined with accelerator mass spectrometry. This project has yielded the largest number of art dates from any region in the world: one site alone has produced 12 art dates (from 30 collected samples). Our work advances the testing of the dating method through the systematic use of replicates and explores the methodological implications of dating very small samples (10–40 μg carbon). Thirty-six radiocarbon age determinations range from 3000 years ago to Modern. The results contribute to an understanding of art production in the Australian arid zone during a period of extreme cultural dynamism. We have demonstrated for the first time that significant late Holocene changes in discard rates of artefacts and technological organization of the extractive technologies of implements such seed-grinders is matched by a very high level of stylistic heterogeneity in the art – which has been systematically dated within and between dialect groups.","","Rock art, Radiocarbon dating, Plasma oxidation, Accelerator mass spectrometry, Arid zone, Pigment","",""
7,"","SIDEBOTHAM2015201","Sidebotham, M.; Fenwick, J.; Carter, A.; Gamble, J.","Using the five senses of success framework to understand the experiences of midwifery students enroled in an undergraduate degree program","Midwifery",31,1,"","201 - 207",2015,"","","http://www.sciencedirect.com/science/article/pii/S0266613814002071","","","","","","","","","","","","","Background
 developing a student׳s sense of capability, purpose, resourcefulness, identity and connectedness (five-senses of success) are key factors that may be important in predicting student satisfaction and progression within their university program.
 Aim
 the study aimed to examine the expectations and experiences of second and third year midwifery students enroled in a Bachelor of Midwifery program and identify barriers and enablers to success.
 Method
 a descriptive exploratory qualitative design was used. Fifty-six students enroled in either year 2 or 3 of the Bachelor of Midwifery program in SE Queensland participated in an anonymous survey using open-ended questions. In addition, 16 students participated in two year-level focus groups. Template analysis, using the Five Senses Framework, was used to analyse the data set.
 Findings
 early exposure to ‘hands on’ clinical midwifery practice as well as continuity of care experiences provided students with an opportunity to link theory to practice and increased their perception of capability as they transitioned through the program. Student׳s sense of identity, purpose, resourcefulness, and capability was strongly influenced by the programs embedded meta-values, including a ‘woman centred’ approach. In addition, a student׳s ability to form strong positive relationships with women, peers, lecturers and supportive clinicians was central to developing connections and ultimately a sense of success. A sense of connection not only fostered an ongoing belief that challenges could be overcome but that students׳ themselves could initiate or influence change.
 Conclusions
 the five senses framework provided a useful lens through which to analyse the student experience. Key factors to student satisfaction and retention within a Bachelor of Midwifery program include: a clearly articulated midwifery philosophy, strategies to promote student connectedness including the use of social media, and further development of clinician׳s skills in preceptorship, clinical teaching and facilitation. Program delivery methods and student support systems should be designed to enable maximum flexibility to promote capability and resourcefulness and embed sense of purpose and identity early in the program.","","Midwifery, Students, Undergraduate, Expectations, Experiences, Five senses of success model","",""
7,"","XIA20172169","Xia, L.; Najafi, E.; Bergveld, H. J.; Donkers, M. C. F.","A Computationally Efficient Implementation of an Electrochemistry-Based Model for Lithium-Ion Batteries**This work has received financial support from the Horizon 2020 programme of the European Union under the grant ‘Integrated Components for Complexity Control in affordable electrified cars (3Ccar-662192)’ and under the grant ‘Electric Vehicle Enhanced Range, Lifetime And Safety Through INGenious battery manage- ment (EVERLASTING-713771)’.","IFAC-PapersOnLine",50,1,"","2169 - 2174",2017,"","20th IFAC World Congress","http://www.sciencedirect.com/science/article/pii/S2405896317305931","","","","","","","","","","","","","Lithium-ion batteries are commonly employed in various applications owing to high energy density and long service life. Lithium-ion battery models are used for analysing batteries and enabling power control in applications. The Doyle-Fuller-Newman (DFN) model is a popular electrochemistry-based lithium-ion battery model which represents solid-state and electrolyte diffusion dynamics and accurately predicts the current/voltage response. However, implementation of the full DFN model requires significant computation time. This paper proposes a computationally efficient implementation of the full DFN battery model, which is convenient for real-time applications. The proposed implementation is based on spatial and temporal discretisation of the governing partial differential equations and a particular numerical method for solving the resulting discretised model equations, which is based on a damped Newton’s method. In a simulation study, the numerical efficiency of the proposed implementation is shown.","","Lithium-ion battery, electrochemistry-based model, partial differential equations, numerical methods","",""
7,"","WEHRENS2012274","Wehrens, Rik; Bal, Roland","Health programs struggling with complexity: A case study of the Dutch ‘PreCare’ project","Social Science & Medicine",75,2,"","274 - 282",2012,"","","http://www.sciencedirect.com/science/article/pii/S0277953612002742","","","","","","","","","","","","","This article aims to understand the effects of rationalized health programs (the basic components of which are efficiency, calculability, predictability and control) on local practices. We discuss how a successful U.S. intervention in preventive youth health care (the Nurse Family Partnership) has been translated and adapted within a Dutch setting. The Dutch version of the program is called ‘PreCare’. The empirical analysis highlights the effects of rationalized health programs on local practices, in terms of the amount of work required, how local practices are disciplined, how these programs (re)draw boundaries, the ‘travel expenditures’ involved (and developed ‘coping strategies’), and how local practices (try to) reshape the program. Our empirical analysis builds on a combination of qualitative methods. We conducted 16 semi-structured interviews with 19 people involved in the PreCare program. The majority of the interviews were conducted between July and November 2008. We also conducted an analysis of relevant documents related to the PreCare intervention and protocol. Furthermore, we observed at several meetings, including case conferences and management intervision meetings. The article makes a theoretical and practical contribution to the field. Theoretically, we show how the rationalization process is linked to a broader development of quantification and how both developments are based on a particularly modern ontology and epistemology in which what is considered ‘real’ and ‘knowledgeable’ becomes closely tied to what is measurable. The article offers a different conceptualization of rationalized health programs, one that acknowledges the need to standardize some elements, but also recognizes the need to be open and flexible toward local practices. We specifically focus on the tools that are able to deal with both the need to standardize and the need to be open toward local practices. We suggest that ‘(re)writing devices’ are a fruitful category of tools for this purpose.","","Rationalization in health care, Health promotion programs, Quantification, Standardization, (re)writing devices, Complexities in health care","",""
7,"","BERRY2011284","Berry, Jay G.; Agrawal, Rishi; Kuo, Dennis Z.; Cohen, Eyal; Risko, Wanessa; Hall, Matt; Casey, Patrick; Gordon, John; Srivastava, Rajendu","Characteristics of Hospitalizations for Patients Who Use a Structured Clinical Care Program for Children with Medical Complexity","The Journal of Pediatrics",159,2,"","284 - 290",2011,"","","http://www.sciencedirect.com/science/article/pii/S0022347611001466","","","","","","","","","","","","","Objective
 To describe the characteristics of hospitalizations for patients who use clinical programs that provide care coordination for children with multiple, chronic medical conditions.
 Study design
 Retrospective analysis of 1083 patients hospitalized between June 2006 and July 2008 who used a structured, pediatric complex-care clinical program within 4 children’s hospitals. Chronic diagnosis prevalence (ie, technology assistance, neurologic impairment, and other complex chronic conditions), inpatient resource utilization (ie, length of stay, 30-day readmission), and reasons for hospitalization were assessed across the programs.
 Results
 Over the 2-year study period, complex-care program patients experienced a mean of 3.1 ± 2.8 admissions, a mean length of hospital stay per admission of 12.2 ± 25.5 days, and a 30-day hospital readmission rate of 25.4%. Neurologic impairment (57%) and presence of a gastrostomy tube (56%) were the most common clinical characteristics of program patients. Notable reasons for admission included major surgery (47.1%), medical technology malfunction (9.0%), seizure (6.4%), aspiration pneumonia (3.9%), vomiting/feeding difficulties (3.4%), and asthma (1.8%).
 Conclusions
 Hospitalized patients who used a structured clinical program for children with medical complexity experienced lengthy hospitalizations with high early readmission rates. Reducing hospital readmission may be one potential strategy for decreasing inpatient expenditures in this group of children with high resource utilization.","","","",""
7,"","KUO2016291","Kuo, Dennis Z.; Berry, Jay G.; Glader, Laurie; Morin, Melinda J.; Johaningsmeir, Sarah; Gordon, John","Health Services and Health Care Needs Fulfilled by Structured Clinical Programs for Children with Medical Complexity","The Journal of Pediatrics",169,,"","291 - 296.e1",2016,"","","http://www.sciencedirect.com/science/article/pii/S0022347615011695","","","","","","","","","","","","","Objective
 To describe family-reported health service needs of children with medical complexity (CMC) and to assess which needs are more often addressed in a tertiary care center-based structured clinical program for CMC.
 Study design
 Mailed survey to families of CMC enrolled in a structured-care program providing care coordination and oversight at 1 of 3 children's hospitals. Outcomes included receipt of 14 specific health service needs. Paired t tests compared unmet health care needs prior to and following program enrollment.
 Results
 Four hundred forty-one of 968 (46%) surveys were returned and analyzed. Respondents reported their children had a mean age of 7 (SD 5) years. A majority of respondents reported the child had developmental delay (79%) and feeding difficulties (64%). Of the respondents, 56% regarded the primary care provider as the primary point of contact for medical issues. Respondents reported an increase in meeting all 14 health services needs after enrollment in a tertiary care center-based structured clinical program, including primary care checkups (82% vs 96%), therapies (78% vs 91%), mental health care (34% vs 58%), respite care (56% vs 75%), and referrals (51% vs 83%) (all P < .001).
 Conclusions
 Tertiary care center-based structured clinical care programs for CMC may address and fulfill a broad range of health service needs that are not met in the primary care setting.","","","",""
7,"","OLDLAND2014319","Oldland, Elizabeth; Driscoll, Andrea; Currey, Judy","High complexity chronic heart failure management programmes: Programme characteristics and 12 month patient outcomes","Collegian",21,4,"","319 - 326",2014,"","","http://www.sciencedirect.com/science/article/pii/S1322769613000851","","","","","","","","","","","","","Summary
 Chronic heart failure management programmes (CHF-MPs) have been developed to improve, clinical outcomes in response to the high burden of disease from chronic heart failure (CHF). Programmes vary in model, duration, complexity of interventions and incorporation of evidence-based guidelines for programme delivery. Few studies have explored patient outcomes at 12 months from enrolment in a CHF. The aim of the current study was to explore the characteristics and clinical outcomes of patients enrolled in four high complexity CHF-MPs at 12 months after initial enrolment. A secondary aim was to explore the adoption of key evidence-based CHF management strategies in these programmes. After ethics approval, a multisite mixed methods design was implemented incorporating survey and chart audit. Programme characteristics and interventions used in four CHF-MPs were surveyed in Stage 1. Stage 2 involved a chart audit of patients enrolled in the programmes (N=135) on or after the 1/1/07. Primary endpoints were all-cause hospitalisation and/or mortality at 12 months. Data were analysed using descriptive and inferential statistics. All programmes implemented a high complexity of evidence-based interventions consistent with national guidelines. However, documentation of New York Heart Association functional class was rare; limiting quantifiable evaluation of response to therapy throughout programme enrolment. The majority of patients (73%) had severe systolic heart failure with high co-morbidities reflected in a mean Charlson's total co-morbidity score of 3 (±2.1). The high rate of baseline evidence-based, pharmacotherapy (beta-blocker: 86%, n=112 and ACE inhibitor: 76%, n=103) was maintained at 12 months (71% and 84% respectively). At 12 months all cause hospitalisation and/or mortality was 57% (n=77). The CHF-MPs in this study implemented complex evidence-based interventions resulting in high rates of key medication prescription. However, despite the implementation of several evidence-based interventions, over a period of 12 months, more than half of the patients were rehospitalised or died.","","Heart failure management programmes, Chronic heart failure, Evidence-based interventions, Complexity","",""
7,"","ZENIL2014341","Zenil, Hector; Soler-Toscano, Fernando; Dingle, Kamaludin; Louis, Ard A.","Correlation of automorphism group size and topological properties with program-size complexity evaluations of graphs and complex networks","Physica A: Statistical Mechanics and its Applications",404,,"","341 - 358",2014,"","","http://www.sciencedirect.com/science/article/pii/S0378437114001691","","","","","","","","","","","","","We show that numerical approximations of Kolmogorov complexity (K) of graphs and networks capture some group-theoretic and topological properties of empirical networks, ranging from metabolic to social networks, and of small synthetic networks that we have produced. That K and the size of the group of automorphisms of a graph are correlated opens up interesting connections to problems in computational geometry, and thus connects several measures and concepts from complexity science. We derive these results via two different Kolmogorov complexity approximation methods applied to the adjacency matrices of the graphs and networks. The methods used are the traditional lossless compression approach to Kolmogorov complexity, and a normalised version of a Block Decomposition Method (BDM) based on algorithmic probability theory.","","Kolmogorov complexity, Complex networks, Graph automorphisms, Algorithmic probability, Compressibility, Network biology","",""
7,"","ESMAEILI2010360","Esmaeili, M.; Tadayon, M. H.; Gulliver, T. A.","Low-complexity girth-8 high-rate moderate length QC LDPC codes","AEU - International Journal of Electronics and Communications",64,4,"","360 - 365",2010,"","","http://www.sciencedirect.com/science/article/pii/S1434841109000715","","","","","","","","","","","","","A low-complexity method for constructing a large class of high-rate girth-8 quasi-cyclic low-density parity-check (LDPC) codes with moderate length 1000<n<10000 is presented. This method is based on combining configurations with incidence matrices composed of cyclic permutation matrices and Tanner graph girth at least 8. Shortened lattice codes of length n<380 and girth 8 are employed as component codes. From the performance perspective, the resulting codes are comparable to their counterparts such as random-like and shortened array LDPC codes.","","LDPC codes, Combined codes, Lattice codes","",""
7,"","LINDQVIST2016392","Lindqvist, Johan; Bånkestad, Daniel; Carstensen, Anna-Maria; Lundin, Björn; Wik, Torsten","Complexity of Chlorophyll Fluorescence Dynamic Response as an Indicator of Excessive Light Intensity**This work was funded by the Mistra Innovation research program, within the Swedish Foundation for Strategic Environmental Research (Mistra).","IFAC-PapersOnLine",49,16,"","392 - 397",2016,"","5th IFAC Conference on Sensing, Control and Automation Technologies for Agriculture AGRICONTROL 2016","http://www.sciencedirect.com/science/article/pii/S2405896316316354","","","","","","","","","","","","","Abstract:
 The controllability of LED lighting systems for greenhouses and plant factories offers a possibility for light induced diagnose of plant status. Here, a novel method for proximal remote detection of plant light tolerance is investigated. The method is based on an identification of a transfer function model for the measured chlorophyll fluorescence response to a small step variation in blue LED light. It is postulated that the least required model order decreases as the plants become light stressed due to saturation effects at excess light conditions. We apply this method to basil and lettuce plants under different background light intensities, and the results are compared to measured effective quantum yield (y(II)), relative electron transport rate through PSII (ETR(II)) and non-photochemical quenching (NPQ), all reflecting the photosynthetic performance. For both species it is indeed found that the required model order decreases with increasing background light intensity at the same time as the measured reference parameters indicates a decreased photosynthetic efficiency. It is suggested that the light intensity should be such that the chlorophyll fluorescence response requires a model order of 3 or higher to avoid ineffective irradiation of the plants.","","Photosynthesis, fluorescence, plant sensing, step function responses, dynamic behaviour, system identification, method development, feedback control","",""
7,"","JIANG2013415","Jiang, Dan; Guo, Jichang; Wu, Xiaojia","Low-complexity distributed multi-view video coding for wireless video sensor networks based on compressive sensing theory","Neurocomputing",120,,"","415 - 421",2013,"","Image Feature Detection and Description","http://www.sciencedirect.com/science/article/pii/S0925231213002919","","","","","","","","","","","","","Sparsity is an attractive feature of images. Images can be efficiently represented using a few significant coefficients and sparse reconstructed from a small set of random linear measurements by utilizing the sparse feature in compressive sensing theory. Storage and transmission of multi-view video sequences involve large volumes of redundant data. These data can be efficiently compressed with techniques which encode the signals independently and decode them jointly. By integrating the respective characteristics of compressive sensing and distributed source coding, we propose a novel multi-view video coding approach for use in resource limited devices such as wireless video sensor networks. The proposed approach can explore the sparsity of video images, allow for low complexity encoder and the exploitation of inter-camera correlation without communications among cameras. Simulation results show the proposed framework outperforms the baseline compressive sensing-based scheme of intra frame coding by 3–5dB. Compared with conventional H.264 or DVC scheme, the proposed frameworks simple while the quality of reconstructed image and compressibility are kept.","","Sparsity, Sparse reconstruction, Multi-view video, Compressive sensing, Wireless video sensor networks, Distributed source coding","",""
7,"","RAIJMAKERS201642","Raijmakers, L. H. J.; Shivakumar, K. M.; Donkers, M. C. F.; Lammers, M. J. G.; Bergveld, H. J.","Crosstalk Interferences on Impedance Measurements in Battery Packs**This work has received financial support from the Dutch Ministry of Economic Affairs under the grant A green Deal in Energy Materials (ADEM) and from the Horizon 2020 programme of the European Union under the grant Integrated Components for Complexity Control in affordable electrified cars (3Ccar-662192).","IFAC-PapersOnLine",49,11,"","42 - 47",2016,"","8th IFAC Symposium on Advances in Automotive Control AAC 2016","http://www.sciencedirect.com/science/article/pii/S2405896316313283","","","","","","","","","","","","","In order to provide the required power and energy for e.g. automotive applications, a multitude of cells is assembled into a battery pack. For safety and control purposes it is of interest to equip every single cell with an Electrochemical Impedance Spectroscopy (EIS) measurement system. However, performing EIS measurements simultaneously on each cell in a battery pack introduces crosstalk interferences in surrounding cells. This causes EIS measurements in battery packs to be inaccurate. An experimental investigation on a battery pack showed that crosstalk is a linear phenomenon which is dependent on the measurement frequency, the relative position of the cells and the inter-cell spacing. Based on the experimental results and a proposed two-coil model with inductive coupling, a transfer-function description has been developed in order to simulate the crosstalk behavior. This model can be used as a supporting tool in the development of ElS-based measurement systems in battery packs.","","Crosstalk, Batteries, Electrochemical Impedance Spectroscopy, Electromagnetic interferences, Battery packs, Crosstalk modeling","",""
7,"","LILJAANDERSSON2012453","Andersson, Petra Lilja; Edberg, Anna-Karin","Swedish nursing students' experience of aspects important for their learning process and their ability to handle the complexity of the nursing degree program","Nurse Education Today",32,4,"","453 - 457",2012,"","","http://www.sciencedirect.com/science/article/pii/S0260691711001237","","","","","","","","","","","","","Summary
 The aim of the study was to explore nursing students' experiences of aspects important for their learning process and their ability to handle the complexity of the nursing degree program. The study was longitudinal and qualitative based on interviews with nursing students, six women and two men aged 20–36, during their three years of education. In all, seven patterns were found embracing aspects of importance for the students' learning: Having a clear goal, being able to re-evaluate one's ideas, being acknowledged, when the abstract becomes tangible, using one's own experiences as a tool for learning, hovering between closeness and distance regarding one's future profession and handling theory and practice in relation to one another. The results show the importance of providing clinical courses, strongly connected to the theoretical parts of the program and to use reflection and experience-based learning in the nursing program.","","Education, Nursing students, Qualitative methods, Interview","",""
7,"","FOUCAUD201548","Foucaud, Florent","Decision and approximation complexity for identifying codes and locating-dominating sets in restricted graph classes","Journal of Discrete Algorithms",31,,"","48 - 68",2015,"","24th International Workshop on Combinatorial Algorithms (IWOCA 2013)","http://www.sciencedirect.com/science/article/pii/S1570866714000653","","","","","","","","","","","","","An identifying code is a subset of vertices of a graph with the property that each vertex is uniquely determined (identified) by its nonempty neighbourhood within the identifying code. When only vertices out of the code are asked to be identified, we get the related concept of a locating-dominating set. These notions are closely related to a number of similar and well-studied concepts such as the one of a test cover. In this paper, we study the decision problems Identifying Code and Locating-Dominating Set (which consist in deciding whether a given graph admits an identifying code or a locating-dominating set, respectively, with a given size) and their minimization variants Minimum Identifying Code and Minimum Locating-Dominating Set. These problems are known to be NP-hard, even when the input graph belongs to a number of specific graph classes such as planar bipartite graphs. Moreover, it is known that they are approximable within a logarithmic factor, but hard to approximate within any sub-logarithmic factor. We extend the latter result to the case where the input graph is bipartite, split or co-bipartite: both problems remain hard in these cases. Among other results, we also show that for bipartite graphs of bounded maximum degree (at least 3), the two problems are hard to approximate within some constant factor, a question which was open. We summarize all known results in the area, and we compare them to the ones for the related problem Dominating Set. In particular, our work exhibits important graph classes for which Dominating Set is efficiently solvable, but Identifying Code and Locating-Dominating Set are hard (whereas in all previous works, their complexity was the same). We also introduce graph classes for which the converse holds, and for which the complexities of Identifying Code and Locating-Dominating Set differ.","","Test cover, Separating system, Identifying code, Locating-dominating set, NP-completeness, Approximation","",""
7,"","HOANGVAN201551","Van, Xiem Hoang; Ascenso, João; Pereira, Fernando","HEVC backward compatible scalability: A low encoding complexity distributed video coding based approach","Signal Processing: Image Communication",33,,"","51 - 70",2015,"","","http://www.sciencedirect.com/science/article/pii/S0923596515000235","","","","","","","","","","","","","The growing heterogeneity and dynamic nature of the networks, terminals, and usage environments has boosted the need for powerful scalable video coding engines able to efficiently adapt to changing consumption conditions. Some emerging applications such as video surveillance, visual sensor networks, and remote space transmission require scalable coding solutions, which are not only compression efficient but also provide low encoding complexity and high error resilience. Following the call for scalable extensions of the emerging High Efficiency Video Coding (HEVC) standard, targeting the so-called Scalable HEVC (SHVC) standard, this paper proposes a novel scalable video coding solution offering quality scalability by combining the predictive and distributed video coding approaches by means of an HEVC compliant base layer and distributed coding enhancement layers. The proposed Distributed Scalable Video Coding (DSVC) solution follows an Intra-encoding with Inter-decoding approach to provide low encoding complexity and error robustness while achieving high compression. Towards this objective, this paper adopts a novel coding architecture and proposes several novel enhancement layers coding tools, notably for side information creation, correlation modeling, and coding mode selection. The experimental results reveal that the DSVC RD performance outperforms the relevant alternative coding solutions, notably by up to 33.22% and 11.28% BD-Rate gains regarding the relevant HEVC-Simulcast and SHVC-Intra-benchmarks, while achieving a lower encoding complexity.","","Scalable video coding, Distributed video coding, HEVC standard, Quality scalability, Side information creation, Correlation modeling","",""
7,"","DENG2012522","Deng, Zhi-Pin; Chan, Yui-Lam; Jia, Ke-Bin; Fu, Chang-Hong; Siu, Wan-Chi","Iterative search strategy with selective bi-directional prediction for low complexity multiview video coding","Journal of Visual Communication and Image Representation",23,3,"","522 - 534",2012,"","","http://www.sciencedirect.com/science/article/pii/S1047320312000296","","","","","","","","","","","","","The multiview video coding (MVC) extension of H.264/AVC is the emerging standard for compression of impressive 3D and free-viewpoint video. The coding structure in MVC adopts motion and disparity estimation to exploit temporal and inter-view dependencies in MVC. It results in a considerable increase in encoding complexity. Most of the computational burden comes from uni-directional and bi-directional prediction. In this paper, an iterative search strategy is designed to speed up the uni-directional prediction in MVC. It can work with an adaptive search range adjustment through a confidence measure of a loop constraint to obtain both motion and disparity vectors jointly. Furthermore, a selective bi-directional prediction algorithm is proposed to enhance the coding performance by analyzing the statistical characteristics of bi-directional prediction in MVC. Experimental results demonstrate that, by using the proposed fast search, the temporal and inter-view redundancies of multiview video can be eliminated sufficiently with low complexity.","","3DTV, Multiview video coding, Disparity estimation, Motion estimation, Bi-directional prediction, Hierarchical B picture, Adaptive search range, JMVC","",""
